,query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
0,"https://www.google.com/maps/place/Pulau+Madura/@-7.0586553,113.399085,9z/data=!3m1!4b1!4m5!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.287085",Pulau Madura,0x2dd9d3445c8704d1:0x5a2751be1dfcce84,ChIJ0QSHXETT2S0RhM78Hb5RJ1o,"https://www.google.com/maps/place/Pulau+Madura/@-7.0777326,113.28708499999999,14z/data=!4m8!1m2!2m1!1sPulau+Madura!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.28708499999999",https://search.google.com/local/reviews?placeid=ChIJ0QSHXETT2S0RhM78Hb5RJ1o&q=Pulau+Madura&authuser=0&hl=in&gl=UA,"{""1"": 319, ""2"": 104, ""3"": 245, ""4"": 490, ""5"": 3124}",4282,4.4,ChZDSUhNMG9nS0VJQ0FnSUMydE5pZVpnEAE,https://www.google.com/maps/contrib/116988082925888368703?hl=id,Fathul Mu'in (Fatih),116988082925888368703,https://lh3.googleusercontent.com/a-/AFdZucpKHcfunJymYPWGQgq2fZVP-g6OOadPsuaS9cSV4w=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"['madura', 'madura', 'pas', 'rekreasi', 'madura', 'lihat', 'pemandangan', 'kampung', 'asri', 'spot', 'destinasi', 'wisata', 'hehe', 'penduduk', 'ramah', 'insyaallah', 'betah']",https://lh5.googleusercontent.com/p/AF1QipPdUKdxNG1iHmSnhMprH8-deg7N55Jwsj9h_flW,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMydE5pZVpnEAE!2m1!1s0x0:0x5a2751be1dfcce84!3m1!1s2@1:CIHM0ogKEICAgIC2tNieZg%7CCgwI6aTckgYQgMXwxwM%7C?hl=id,5,1649873513,04/13/2022 18:11:53,6,6496250864493973124
1,"https://www.google.com/maps/place/Pulau+Madura/@-7.0586553,113.399085,9z/data=!3m1!4b1!4m5!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.287085",Pulau Madura,0x2dd9d3445c8704d1:0x5a2751be1dfcce84,ChIJ0QSHXETT2S0RhM78Hb5RJ1o,"https://www.google.com/maps/place/Pulau+Madura/@-7.0777326,113.28708499999999,14z/data=!4m8!1m2!2m1!1sPulau+Madura!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.28708499999999",https://search.google.com/local/reviews?placeid=ChIJ0QSHXETT2S0RhM78Hb5RJ1o&q=Pulau+Madura&authuser=0&hl=in&gl=UA,"{""1"": 319, ""2"": 104, ""3"": 245, ""4"": 490, ""5"": 3124}",4282,4.4,ChdDSUhNMG9nS0VJQ0FnSUNPMGNXZnhBRRAB,https://www.google.com/maps/contrib/113516085444564471354?hl=id,Abdul Hamid,113516085444564471354,https://lh3.googleusercontent.com/a-/AFdZucqOIjvQ9_QEHM97P5sGx0CU7yE3Vq3rDUUtuPPt=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"['wisata', 'lokal', 'minim', 'buged', 'tempatnya', 'air', 'terjun', 'toroan']",https://lh5.googleusercontent.com/p/AF1QipN98hV_U71dnjv4DKQ6LGBjPa-79W6P6NOIz-Ra,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPMGNXZnhBRRAB!2m1!1s0x0:0x5a2751be1dfcce84!3m1!1s2@1:CIHM0ogKEICAgICO0cWfxAE%7CCgsIh5_6lQYQ6MKHBQ%7C?hl=id,5,1656655751,07/01/2022 06:09:11,0,6496250864493973124
2,"https://www.google.com/maps/place/Pulau+Madura/@-7.0586553,113.399085,9z/data=!3m1!4b1!4m5!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.287085",Pulau Madura,0x2dd9d3445c8704d1:0x5a2751be1dfcce84,ChIJ0QSHXETT2S0RhM78Hb5RJ1o,"https://www.google.com/maps/place/Pulau+Madura/@-7.0777326,113.28708499999999,14z/data=!4m8!1m2!2m1!1sPulau+Madura!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.28708499999999",https://search.google.com/local/reviews?placeid=ChIJ0QSHXETT2S0RhM78Hb5RJ1o&q=Pulau+Madura&authuser=0&hl=in&gl=UA,"{""1"": 319, ""2"": 104, ""3"": 245, ""4"": 490, ""5"": 3124}",4282,4.4,ChZDSUhNMG9nS0VJQ0FnSUNtd1lickhREAE,https://www.google.com/maps/contrib/109074705243992439446?hl=id,kei naya,109074705243992439446,https://lh3.googleusercontent.com/a-/AFdZucoq0qD8XVQ_kPmQkpqqegNjmFzFalKGEzITo4XxNg=s120-c-c0x00000000-cc-rp-mo-br100,"['lokasinya', 'lerpak', 'desa', 'nya', 'desa', 'dibangkalan', 'tempatnya', 'asri', 'ornagnya', 'ramah', 'klo', 'helling', 'suka', 'madura', 'si', 'tenang', 'banged', 'wisata', 'religinya']",https://lh5.googleusercontent.com/p/AF1QipPVzToXHPpFh1gFsTYMUKMaqo8yZgJE9t5Q-6cD,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNtd1lickhREAE!2m1!1s0x0:0x5a2751be1dfcce84!3m1!1s2@1:CIHM0ogKEICAgICmwYbrHQ%7CCgsI7cO3jgYQ6N63YQ%7C?hl=id,5,1640882669,12/30/2021 16:44:29,11,6496250864493973124
3,"https://www.google.com/maps/place/Pulau+Madura/@-7.0586553,113.399085,9z/data=!3m1!4b1!4m5!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.287085",Pulau Madura,0x2dd9d3445c8704d1:0x5a2751be1dfcce84,ChIJ0QSHXETT2S0RhM78Hb5RJ1o,"https://www.google.com/maps/place/Pulau+Madura/@-7.0777326,113.28708499999999,14z/data=!4m8!1m2!2m1!1sPulau+Madura!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.28708499999999",https://search.google.com/local/reviews?placeid=ChIJ0QSHXETT2S0RhM78Hb5RJ1o&q=Pulau+Madura&authuser=0&hl=in&gl=UA,"{""1"": 319, ""2"": 104, ""3"": 245, ""4"": 490, ""5"": 3124}",4282,4.4,ChdDSUhNMG9nS0VJQ0FnSUNHaGNYOHlBRRAB,https://www.google.com/maps/contrib/102895102592358538864?hl=id,Asep Kurniawan,102895102592358538864,https://lh3.googleusercontent.com/a-/AFdZucqqEapZqFXs4ouywC3Nwe8Xzmuyco-pL6s-T73lJtA=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"['destinasi', 'berkunjung', 'malam']",https://lh5.googleusercontent.com/p/AF1QipOF0BZEuGkkJ8xgQQFM30ImUbuFrztRG7llvBqz,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHaGNYOHlBRRAB!2m1!1s0x0:0x5a2751be1dfcce84!3m1!1s2@1:CIHM0ogKEICAgICGhcX8yAE%7CCgwI46SMjAYQqPHZnQI%7C?hl=id,4,1635979875,11/03/2021 22:51:15,11,6496250864493973124
4,"https://www.google.com/maps/place/Pulau+Madura/@-7.0586553,113.399085,9z/data=!3m1!4b1!4m5!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.287085",Pulau Madura,0x2dd9d3445c8704d1:0x5a2751be1dfcce84,ChIJ0QSHXETT2S0RhM78Hb5RJ1o,"https://www.google.com/maps/place/Pulau+Madura/@-7.0777326,113.28708499999999,14z/data=!4m8!1m2!2m1!1sPulau+Madura!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.28708499999999",https://search.google.com/local/reviews?placeid=ChIJ0QSHXETT2S0RhM78Hb5RJ1o&q=Pulau+Madura&authuser=0&hl=in&gl=UA,"{""1"": 319, ""2"": 104, ""3"": 245, ""4"": 490, ""5"": 3124}",4282,4.4,ChZDSUhNMG9nS0VJQ0FnSUR3bUlELUVBEAE,https://www.google.com/maps/contrib/102172500874088071167?hl=id,Mas Devan,102172500874088071167,https://lh3.googleusercontent.com/a-/AFdZucof1_09CCVHJ95pT227O7PxvvO647yMF2h-Pjz3Tw=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"['madura', 'pulau', 'kabupaten', 'bangkalan', 'sampang', 'pamekasan', 'sumenep', 'ujung', 'timur', 'madura', 'terkenal', 'wisata', 'religi', 'kearifan', 'lokalnya', 'kaya', 'bahasa', 'budaya', 'kabupaten', 'logat', 'istilah', 'bangkalan', 'hedhakamu', 'sampang', 'kakehkamu', 'pamekasan', 'beengkamu', 'sumenep', 'beknakamu', 'kota', 'bahasa', 'beda', 'settong', 'dhara', 'madura', 'salam', 'damai', 'anak', 'madura']",https://lh5.googleusercontent.com/p/AF1QipMJpUFGbg50zZ5QJ99tMOFz1ovaPfnjHJC9H5px,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR3bUlELUVBEAE!2m1!1s0x0:0x5a2751be1dfcce84!3m1!1s2@1:CIHM0ogKEICAgIDwmID-EA%7CCgwI7q_zkwYQkPz95wE%7C?hl=id,5,1652348910,05/12/2022 09:48:30,5,6496250864493973124
5,"https://www.google.com/maps/place/Pulau+Madura/@-7.0586553,113.399085,9z/data=!3m1!4b1!4m5!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.287085",Pulau Madura,0x2dd9d3445c8704d1:0x5a2751be1dfcce84,ChIJ0QSHXETT2S0RhM78Hb5RJ1o,"https://www.google.com/maps/place/Pulau+Madura/@-7.0777326,113.28708499999999,14z/data=!4m8!1m2!2m1!1sPulau+Madura!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.28708499999999",https://search.google.com/local/reviews?placeid=ChIJ0QSHXETT2S0RhM78Hb5RJ1o&q=Pulau+Madura&authuser=0&hl=in&gl=UA,"{""1"": 319, ""2"": 104, ""3"": 245, ""4"": 490, ""5"": 3124}",4282,4.4,ChdDSUhNMG9nS0VJQ0FnSUNXN1lPbjhBRRAB,https://www.google.com/maps/contrib/118202794573656803684?hl=id,Rinda Sj,118202794573656803684,https://lh3.googleusercontent.com/a-/AFdZucr9tFXWZDKcjQyd1H1gfqY5wbDPPyFafxB0yR_Niw=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"['jembatan', 'suramadu', 'ujung', 'selatan', 'madura']",https://lh5.googleusercontent.com/p/AF1QipO2-CJGTwaMMyIzFng00yrJr9KT9QN8-ubBjfb-,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXN1lPbjhBRRAB!2m1!1s0x0:0x5a2751be1dfcce84!3m1!1s2@1:CIHM0ogKEICAgICW7YOn8AE%7CCgwIyJiIkQYQ8PiJzQM%7C?hl=id,3,1646398536,03/04/2022 12:55:36,5,6496250864493973124
6,"https://www.google.com/maps/place/Pulau+Madura/@-7.0586553,113.399085,9z/data=!3m1!4b1!4m5!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.287085",Pulau Madura,0x2dd9d3445c8704d1:0x5a2751be1dfcce84,ChIJ0QSHXETT2S0RhM78Hb5RJ1o,"https://www.google.com/maps/place/Pulau+Madura/@-7.0777326,113.28708499999999,14z/data=!4m8!1m2!2m1!1sPulau+Madura!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.28708499999999",https://search.google.com/local/reviews?placeid=ChIJ0QSHXETT2S0RhM78Hb5RJ1o&q=Pulau+Madura&authuser=0&hl=in&gl=UA,"{""1"": 319, ""2"": 104, ""3"": 245, ""4"": 490, ""5"": 3124}",4282,4.4,ChZDSUhNMG9nS0VJQ0FnSUQ2Z3QyVFh3EAE,https://www.google.com/maps/contrib/118028694796875159042?hl=id,Rivqi MokoDompit,118028694796875159042,https://lh3.googleusercontent.com/a-/AFdZucp0t6ANna-vPnSVDoRfYm0saVDGNNVT0PwgPKkt=s120-c-c0x00000000-cc-rp-mo-ba5-br100,"['mantap', 'bagus', 'wisata', 'bahari', 'religi', 'nya']",https://lh5.googleusercontent.com/p/AF1QipMvXKttr68tllBuocCxS2BWtnP3omMpgExg6yxS,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ2Z3QyVFh3EAE!2m1!1s0x0:0x5a2751be1dfcce84!3m1!1s2@1:CIHM0ogKEICAgID6gt2TXw%7CCgwIxNW1igYQ-MPVswI%7C?hl=id,5,1632463556,09/24/2021 06:05:56,8,6496250864493973124
7,"https://www.google.com/maps/place/Pulau+Madura/@-7.0586553,113.399085,9z/data=!3m1!4b1!4m5!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.287085",Pulau Madura,0x2dd9d3445c8704d1:0x5a2751be1dfcce84,ChIJ0QSHXETT2S0RhM78Hb5RJ1o,"https://www.google.com/maps/place/Pulau+Madura/@-7.0777326,113.28708499999999,14z/data=!4m8!1m2!2m1!1sPulau+Madura!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.28708499999999",https://search.google.com/local/reviews?placeid=ChIJ0QSHXETT2S0RhM78Hb5RJ1o&q=Pulau+Madura&authuser=0&hl=in&gl=UA,"{""1"": 319, ""2"": 104, ""3"": 245, ""4"": 490, ""5"": 3124}",4282,4.4,ChZDSUhNMG9nS0VJQ0FnSUQydTduTFJnEAE,https://www.google.com/maps/contrib/104086081837282883347?hl=id,Sahban ID,104086081837282883347,https://lh3.googleusercontent.com/a-/AFdZucodNXLWw852WnzYAjP1N_1BIE2OrynBQ1EqUytV=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"['seruu', 'kunjungan', 'bibik', 'madura']",https://lh5.googleusercontent.com/p/AF1QipN9ydoBjHS3J3QH_KOu-06LDhIzCIffD4sKiQCV,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQydTduTFJnEAE!2m1!1s0x0:0x5a2751be1dfcce84!3m1!1s2@1:CIHM0ogKEICAgID2u7nLRg%7CCgwI9Pm8lAYQuLL1ygM%7C?hl=id,5,1653554420,05/26/2022 08:40:20,0,6496250864493973124
8,"https://www.google.com/maps/place/Pulau+Madura/@-7.0586553,113.399085,9z/data=!3m1!4b1!4m5!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.287085",Pulau Madura,0x2dd9d3445c8704d1:0x5a2751be1dfcce84,ChIJ0QSHXETT2S0RhM78Hb5RJ1o,"https://www.google.com/maps/place/Pulau+Madura/@-7.0777326,113.28708499999999,14z/data=!4m8!1m2!2m1!1sPulau+Madura!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.28708499999999",https://search.google.com/local/reviews?placeid=ChIJ0QSHXETT2S0RhM78Hb5RJ1o&q=Pulau+Madura&authuser=0&hl=in&gl=UA,"{""1"": 319, ""2"": 104, ""3"": 245, ""4"": 490, ""5"": 3124}",4282,4.4,ChZDSUhNMG9nS0VJQ0FnSUNXcV9IZkFREAE,https://www.google.com/maps/contrib/113876549314604456771?hl=id,Irul Ibnu muza,113876549314604456771,https://lh3.googleusercontent.com/a-/AFdZucqVV17A8SOH0eHDVfY7GVIvUnl2tOeUtZGuT8SR8Q=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"['dapur', 'jawa', 'bunda', 'olsop']",https://lh5.googleusercontent.com/p/AF1QipM1tyU674Ue8kBuZUlJQa6FH26xf1qgiaCdwFYL,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXcV9IZkFREAE!2m1!1s0x0:0x5a2751be1dfcce84!3m1!1s2@1:CIHM0ogKEICAgICWq_HfAQ%7CCgwImKuVkQYQuKin-QE%7C?hl=id,5,1646613912,03/07/2022 00:45:12,1,6496250864493973124
9,"https://www.google.com/maps/place/Pulau+Madura/@-7.0586553,113.399085,9z/data=!3m1!4b1!4m5!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.287085",Pulau Madura,0x2dd9d3445c8704d1:0x5a2751be1dfcce84,ChIJ0QSHXETT2S0RhM78Hb5RJ1o,"https://www.google.com/maps/place/Pulau+Madura/@-7.0777326,113.28708499999999,14z/data=!4m8!1m2!2m1!1sPulau+Madura!3m4!1s0x2dd9d3445c8704d1:0x5a2751be1dfcce84!8m2!3d-7.0777326!4d113.28708499999999",https://search.google.com/local/reviews?placeid=ChIJ0QSHXETT2S0RhM78Hb5RJ1o&q=Pulau+Madura&authuser=0&hl=in&gl=UA,"{""1"": 319, ""2"": 104, ""3"": 245, ""4"": 490, ""5"": 3124}",4282,4.4,ChZDSUhNMG9nS0VJQ0FnSUQyaXJfRVBBEAE,https://www.google.com/maps/contrib/107544783972386973156?hl=id,Syaifullah Sattari,107544783972386973156,https://lh3.googleusercontent.com/a-/AFdZuco7UzxZ1DKxAkV92ERg-hzUsJ0gaH9RXTZEWf1jAA=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"['pulau', 'menjaga', 'adat', 'bersejah', 'alami', 'masyarakat', 'bersahaja']",https://lh3.googleusercontent.com/a-/AFdZuco7UzxZ1DKxAkV92ERg-hzUsJ0gaH9RXTZEWf1jAA,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQyaXJfRVBBEAE!2m1!1s0x0:0x5a2751be1dfcce84!3m1!1s2@1:CIHM0ogKEICAgID2ir_EPA%7CCgsImfzukwYQ8MO5Pg%7C?hl=id,5,1652276761,05/11/2022 13:46:01,0,6496250864493973124
